title,content,topic,sentiment
ยอดขายบัตรละครเวทีเพิ่มขึ้นชัดเจน,คณะละครเวทีรายงานยอดขายบัตรเพิ่มขึ้นชัดเจนในฤดูกาลนี้ โดยเฉพาะกลุ่มผู้ชมวัยรุ่นและวัยทำงาน ผู้จัดเพิ่มรอบการแสดงเพื่อรองรับความต้องการ,entertainment,positive
ศิลปินถูกวิจารณ์เรื่องการแสดงความคิดเห็นในโซเชียล,ศิลปินรายหนึ่งถูกวิจารณ์จากการแสดงความคิดเห็นในสื่อสังคมออนไลน์ ต่อมาได้ออกมาชี้แจงและขออภัยหากทำให้เข้าใจผิด ต้นสังกัดขอให้ระมัดระวังการสื่อสาร,entertainment,negative
งานมหกรรมหนังสือมีผู้เข้าชมล้นหลาม,งานมหกรรมหนังสือประจำปีมีผู้เข้าชมล้นหลามตลอดสิบวัน สำนักพิมพ์รายงานยอดขายเพิ่มขึ้นจากปีก่อน โดยหมวดวรรณกรรมแปลและหนังสือเด็กขายดีที่สุด,entertainment,positive
เพลงประกอบซีรีส์ขึ้นอันดับหนึ่งชาร์ตสตรีมมิง,เพลงประกอบซีรีส์ขึ้นอันดับหนึ่งบนชาร์ตสตรีมมิงในประเทศติดต่อกันสามสัปดาห์ ทำให้ศิลปินผู้ขับร้องได้รับความนิยมเพิ่มขึ้นในกลุ่มผู้ฟังรุ่นใหม่,entertainment,positive
โรงภาพยนตร์ปรับราคาตั๋วขึ้น ผู้ชมบ่น,เครือโรงภาพยนตร์ประกาศปรับราคาตั๋วขึ้นในบางสาขาโดยอ้างต้นทุนที่เพิ่ม ผู้ชมส่วนหนึ่งแสดงความไม่พอใจและระบุว่าจะรอชมผ่านสตรีมมิงแทน,entertainment,negative
เปิดตัวแพลตฟอร์มสตรีมมิงเนื้อหาไทย,ผู้ประกอบการเปิดตัวแพลตฟอร์มสตรีมมิงที่เน้นเนื้อหาไทยและภูมิภาค พร้อมรองรับคำบรรยายหลายภาษา ผู้ผลิตรายย่อยมองว่าเป็นช่องทางเผยแพร่ผลงานเพิ่ม,entertainment,positive
งานประกาศรางวัลจัดในรูปแบบไฮบริดครั้งแรก,งานประกาศรางวัลวงการบันเทิงจัดในรูปแบบไฮบริดเป็นครั้งแรก โดยผสมการจัดในสถานที่และการถ่ายทอดสดออนไลน์ ผู้ชมทางบ้านรับชมได้พร้อมกันหลายแสนคน,entertainment,neutral
นักแสดงตลกอาวุโสได้รับการเชิดชูเกียรติ,นักแสดงตลกอาวุโสได้รับการเชิดชูเกียรติจากผลงานที่สร้างเสียงหัวเราะให้คนไทยกว่าสี่ทศวรรษ ในงานมีเพื่อนร่วมวงการมาร่วมแสดงความยินดีจำนวนมาก,entertainment,positive
กองถ่ายถูกร้องเรียนเรื่องการปิดถนน,ผู้อยู่อาศัยร้องเรียนกองถ่ายละครที่ปิดถนนในชุมชนโดยไม่แจ้งล่วงหน้า ทำให้การสัญจรติดขัด ผู้ผลิตขออภัยและปรับแผนการถ่ายทำพร้อมประสานหน่วยงานท้องถิ่น,entertainment,negative
ภาพยนตร์แอนิเมชันไทยเข้าฉายในหลายประเทศ,ภาพยนตร์แอนิเมชันที่ผลิตโดยทีมงานไทยได้เข้าฉายในหลายประเทศในเอเชีย โดยเนื้อเรื่องอ้างอิงนิทานพื้นบ้าน ผู้ชมต่างชาติชื่นชมงานภาพและดนตรีประกอบ,entertainment,positive
ค่าลิขสิทธิ์เพลงในร้านค้าเป็นประเด็นถกเถียง,ผู้ประกอบการร้านค้าและผู้จัดเก็บค่าลิขสิทธิ์เพลงถกเถียงเรื่องอัตราค่าธรรมเนียมและวิธีจัดเก็บ หน่วยงานเปิดเวทีหารือเพื่อหาแนวทางที่เป็นธรรมกับทุกฝ่าย,entertainment,neutral
ศิลปินเปิดคลาสสอนดนตรีฟรีให้เยาวชน,ศิลปินกลุ่มหนึ่งร่วมกันเปิดคลาสสอนดนตรีฟรีให้เยาวชนในชุมชน โดยใช้เวลาช่วงวันหยุด มีเยาวชนสมัครเข้าเรียนเต็มจำนวนและมีการตั้งวงดนตรีของชุมชนขึ้น,entertainment,positive
ละครรีเมกได้รับเสียงตอบรับดีเกินคาด,ละครที่นำกลับมาสร้างใหม่ได้รับเสียงตอบรับดีเกินคาด ทั้งจากผู้ชมกลุ่มเดิมและกลุ่มใหม่ ผู้ผลิตระบุว่าปรับบทให้เข้ากับยุคสมัยโดยยังรักษาแก่นเรื่องไว้,entertainment,positive
งานอีเวนต์ถูกยกเลิกเพราะสภาพอากาศ,ผู้จัดประกาศยกเลิกงานอีเวนต์กลางแจ้งเนื่องจากพายุฝน เพื่อความปลอดภัยของผู้เข้าร่วม โดยจะคืนเงินค่าบัตรเต็มจำนวนและประกาศวันจัดใหม่ภายหลัง,entertainment,negative
นักเขียนไทยได้รับรางวัลวรรณกรรมภูมิภาค,นักเขียนชาวไทยได้รับรางวัลวรรณกรรมระดับภูมิภาคจากผลงานนวนิยายที่เล่าเรื่องแรงงานย้ายถิ่น คณะกรรมการชื่นชมภาษาและการสร้างตัวละครที่มีมิติ,entertainment,positive
แฟนคลับรวมตัวทำกิจกรรมสาธารณประโยชน์,กลุ่มแฟนคลับศิลปินรวมตัวทำกิจกรรมสาธารณประโยชน์ในวันเกิดศิลปิน ทั้งบริจาคเลือดและมอบอุปกรณ์การเรียนให้โรงเรียนขาดแคลน แทนการซื้อของขวัญ,entertainment,positive
รายการเรียลลิตีถูกตั้งคำถามเรื่องความจริง,ผู้ชมตั้งคำถามต่อรายการเรียลลิตีเรื่องความเป็นธรรมชาติของเหตุการณ์ในรายการ ผู้ผลิตชี้แจงกระบวนการถ่ายทำและยืนยันว่าไม่มีการกำหนดบทให้ผู้เข้าแข่งขัน,entertainment,neutral
เพลงลูกทุ่งกลับมาได้รับความนิยมในกลุ่มวัยรุ่น,ผู้ให้บริการสตรีมมิงรายงานว่ายอดฟังเพลงลูกทุ่งในกลุ่มผู้ฟังวัยรุ่นเพิ่มขึ้นชัดเจน ส่วนหนึ่งมาจากการนำไปใช้ประกอบคลิปสั้น ทำให้ศิลปินรุ่นใหม่มีพื้นที่มากขึ้น,entertainment,positive
ผู้จัดคอนเสิร์ตขอโทษเรื่องการจัดการที่นั่ง,ผู้จัดคอนเสิร์ตออกแถลงการณ์ขอโทษผู้ชม หลังเกิดปัญหาการจัดการที่นั่งและการเข้างานล่าช้า พร้อมเสนอมาตรการเยียวยาให้ผู้ที่ได้รับผลกระทบ,entertainment,negative
เปิดตัวหอศิลป์ร่วมสมัยในต่างจังหวัด,หอศิลป์ร่วมสมัยแห่งใหม่เปิดตัวในต่างจังหวัด จัดแสดงผลงานศิลปินท้องถิ่นและมีพื้นที่เวิร์กชอปสำหรับเยาวชน ผู้เข้าชมในสัปดาห์แรกเกินความคาดหมาย,entertainment,positive
ภาพยนตร์ทำรายได้ต่ำกว่าเป้าอย่างมาก,ภาพยนตร์ฟอร์มใหญ่ทำรายได้ต่ำกว่าเป้าที่ตั้งไว้อย่างมากในสัปดาห์แรก ผู้จัดจำหน่ายลดจำนวนรอบฉาย นักวิเคราะห์มองว่าการสื่อสารการตลาดไม่ชัดเจน,entertainment,negative
นักดนตรีไทยร่วมงานกับศิลปินต่างชาติ,นักดนตรีไทยร่วมงานกับศิลปินต่างชาติในซิงเกิลใหม่ ซึ่งผสมเครื่องดนตรีไทยกับดนตรีอิเล็กทรอนิกส์ ได้รับความสนใจจากผู้ฟังทั้งในและต่างประเทศ,entertainment,positive
ประกาศผังรายการใหม่ของสถานีโทรทัศน์,สถานีโทรทัศน์ประกาศผังรายการใหม่ที่จะเริ่มใช้เดือนหน้า โดยเพิ่มรายการข่าวเชิงวิเคราะห์และลดรายการซ้ำในช่วงบ่าย ผู้ชมสามารถดูผังฉบับเต็มได้ทางเว็บไซต์,entertainment,neutral
ละครสั้นออนไลน์ได้รับความนิยมเพิ่มขึ้น,ผู้ผลิตเนื้อหารายงานว่าละครสั้นรูปแบบตอนละไม่กี่นาทีได้รับความนิยมเพิ่มขึ้นบนแพลตฟอร์มออนไลน์ เนื่องจากเหมาะกับพฤติกรรมการดูระหว่างเดินทาง,entertainment,positive
เกิดข้อพิพาทเรื่องลิขสิทธิ์บทประพันธ์,เกิดข้อพิพาทระหว่างผู้ผลิตและเจ้าของบทประพันธ์เรื่องขอบเขตการดัดแปลง ทั้งสองฝ่ายเข้าสู่กระบวนการเจรจา โดยการออกอากาศยังดำเนินต่อไปตามกำหนด,entertainment,negative
เทศกาลวัฒนธรรมดึงนักท่องเที่ยวเข้าพื้นที่,เทศกาลวัฒนธรรมประจำจังหวัดดึงนักท่องเที่ยวเข้าพื้นที่จำนวนมาก ผู้ประกอบการที่พักและร้านอาหารรายงานรายได้เพิ่มขึ้น ผู้จัดเตรียมขยายกิจกรรมในปีถัดไป,entertainment,positive
นักแสดงได้รับบาดเจ็บระหว่างถ่ายทำ,นักแสดงได้รับบาดเจ็บเล็กน้อยระหว่างถ่ายทำฉากแอ็กชัน ทีมงานหยุดถ่ายทำและนำส่งโรงพยาบาลทันที ผู้กำกับสั่งทบทวนมาตรการความปลอดภัยในกองถ่าย,entertainment,negative
ผลงานศิลปะของศิลปินไทยถูกจัดแสดงในต่างประเทศ,ผลงานของศิลปินไทยได้รับเลือกไปจัดแสดงในนิทรรศการระดับนานาชาติ โดยนำเสนอประเด็นสิ่งแวดล้อมผ่านงานจัดวาง ผู้ชมต่างชาติให้ความสนใจอย่างมาก,entertainment,positive
ปรับเรตติงรายการให้เหมาะกับผู้ชม,หน่วยงานกำกับดูแลปรับปรุงระบบจัดเรตติงรายการโทรทัศน์ให้ชัดเจนขึ้น พร้อมกำหนดให้แสดงสัญลักษณ์ตลอดการออกอากาศ เพื่อช่วยผู้ปกครองเลือกเนื้อหาให้เด็ก,entertainment,neutral
ยอดผู้ติดตามช่องออนไลน์ของศิลปินโตเร็ว,ช่องออนไลน์ของศิลปินรายหนึ่งมียอดผู้ติดตามเติบโตเร็วหลังปล่อยคอนเทนต์เบื้องหลังการทำเพลง ผู้ติดตามระบุว่าชอบความจริงใจและการเล่าเรื่องกระบวนการทำงาน,entertainment,positive
วงการเพลงเผชิญปัญหารายได้จากสตรีมมิงต่ำ,ศิลปินอิสระสะท้อนว่ารายได้จากการสตรีมมิงต่อการเล่นหนึ่งครั้งอยู่ในระดับต่ำ ทำให้ต้องพึ่งรายได้จากการแสดงสด สมาคมเรียกร้องให้ทบทวนสัดส่วนการแบ่งรายได้,entertainment,negative
การเจรจาการค้าระหว่างสองประเทศคืบหน้า,ตัวแทนการค้าของสองประเทศแถลงว่าการเจรจาความตกลงการค้าเสรีมีความคืบหน้าในหลายหมวดสินค้า และคาดว่าจะสรุปผลได้ภายในปีนี้ ภาคเอกชนแสดงความยินดี,international,positive
สหประชาชาติเรียกร้องให้ยุติการสู้รบ,ที่ประชุมคณะมนตรีความมั่นคงแห่งสหประชาชาติออกแถลงการณ์เรียกร้องให้ทุกฝ่ายยุติการสู้รบและเปิดทางให้ความช่วยเหลือด้านมนุษยธรรมเข้าถึงพลเรือน,international,neutral
ผู้อพยพเพิ่มขึ้นบริเวณชายแดน,หน่วยงานระหว่างประเทศรายงานว่าจำนวนผู้อพยพบริเวณชายแดนเพิ่มขึ้นจากสถานการณ์ความไม่สงบ ทำให้ศูนย์พักพิงแออัดและขาดแคลนน้ำสะอาดกับยา,international,negative
ไทยลงนามความร่วมมือด้านพลังงานกับประเทศเพื่อนบ้าน,รัฐบาลไทยลงนามบันทึกความเข้าใจด้านพลังงานสะอาดกับประเทศเพื่อนบ้าน ครอบคลุมการเชื่อมโยงระบบสายส่งและการลงทุนในโครงการพลังงานหมุนเวียนร่วมกัน,international,positive
อาเซียนหารือแนวทางรับมือภัยพิบัติร่วมกัน,ที่ประชุมรัฐมนตรีอาเซียนหารือแนวทางความร่วมมือรับมือภัยพิบัติในภูมิภาค ทั้งการแบ่งปันข้อมูลเตือนภัยและการจัดตั้งคลังสิ่งของช่วยเหลือส่วนกลาง,international,positive
ความตึงเครียดทางการค้าส่งผลต่อตลาดโลก,ความตึงเครียดทางการค้าระหว่างประเทศเศรษฐกิจขนาดใหญ่ส่งผลให้ตลาดหุ้นทั่วโลกผันผวน นักวิเคราะห์เตือนว่าห่วงโซ่อุปทานอาจได้รับผลกระทบในระยะกลาง,international,negative
ประเทศเพื่อนบ้านเปิดพรมแดนอำนวยความสะดวกการเดินทาง,ประเทศเพื่อนบ้านประกาศผ่อนคลายมาตรการข้ามแดนและขยายเวลาทำการของจุดผ่านแดน ทำให้การเดินทางและการค้าชายแดนสะดวกขึ้นอย่างชัดเจน,international,positive
เกิดเหตุแผ่นดินไหวรุนแรงในต่างประเทศ,เกิดแผ่นดินไหวรุนแรงในต่างประเทศ ทำให้มีผู้เสียชีวิตและบาดเจ็บจำนวนมาก หลายประเทศรวมถึงไทยส่งทีมกู้ภัยและสิ่งของช่วยเหลือเข้าไปสนับสนุน,international,negative
ไทยส่งทีมแพทย์ช่วยเหลือผู้ประสบภัยต่างประเทศ,รัฐบาลไทยส่งทีมแพทย์และเวชภัณฑ์ไปช่วยเหลือผู้ประสบภัยในต่างประเทศ ทีมงานระบุว่าจะปฏิบัติงานร่วมกับหน่วยงานท้องถิ่นเป็นเวลาสองสัปดาห์,international,positive
การประชุมสภาพภูมิอากาศบรรลุข้อตกลงบางส่วน,การประชุมระหว่างประเทศด้านสภาพภูมิอากาศบรรลุข้อตกลงในบางประเด็น โดยเฉพาะกองทุนช่วยเหลือประเทศที่ได้รับผลกระทบ แต่ยังไม่มีข้อผูกพันเรื่องเป้าลดการปล่อยที่ชัดเจน,international,neutral
สถานทูตเตือนคนไทยในต่างประเทศระวังภัย,สถานเอกอัครราชทูตออกประกาศเตือนคนไทยในบางพื้นที่ให้ระวังความไม่สงบและหลีกเลี่ยงการเดินทางไปยังจุดเสี่ยง พร้อมแจ้งช่องทางติดต่อฉุกเฉิน,international,neutral
ข้อตกลงยกเว้นวีซ่าช่วยการท่องเที่ยวสองประเทศ,ข้อตกลงยกเว้นการตรวจลงตราระหว่างสองประเทศมีผลบังคับใช้ ทำให้จำนวนนักท่องเที่ยวเดินทางระหว่างกันเพิ่มขึ้นชัดเจนในเดือนแรก ผู้ประกอบการท่องเที่ยวได้ประโยชน์,international,positive
ราคาพลังงานโลกผันผวนจากความขัดแย้ง,ราคาน้ำมันในตลาดโลกผันผวนจากความขัดแย้งในภูมิภาคผู้ผลิต ทำให้ประเทศผู้นำเข้ารวมถึงไทยเผชิญความไม่แน่นอนด้านต้นทุนพลังงานในระยะสั้น,international,negative
ไทยได้รับเลือกเป็นเจ้าภาพการประชุมระหว่างประเทศ,ไทยได้รับเลือกเป็นเจ้าภาพจัดการประชุมระหว่างประเทศด้านสาธารณสุขในปีหน้า คาดว่าจะมีผู้แทนจากกว่า 60 ประเทศเข้าร่วม ซึ่งช่วยส่งเสริมภาพลักษณ์และรายได้,international,positive
องค์การอนามัยโลกเตือนสถานการณ์โรคระบาดในบางภูมิภาค,องค์การอนามัยโลกออกคำเตือนเรื่องการระบาดของโรคติดต่อในบางภูมิภาค และแนะให้ประเทศสมาชิกเสริมระบบเฝ้าระวังและการตรวจวินิจฉัยที่ด่านเข้าออก,international,neutral
ความช่วยเหลือด้านมนุษยธรรมเข้าถึงพื้นที่ได้แล้ว,หลังการเจรจาหลายรอบ ขบวนความช่วยเหลือด้านมนุษยธรรมสามารถเข้าถึงพื้นที่ที่ถูกปิดล้อมได้ ทำให้ประชาชนหลายหมื่นคนได้รับอาหารและยาที่จำเป็น,international,positive
การส่งออกไปตลาดหลักลดลงจากเศรษฐกิจชะลอ,ผู้ส่งออกรายงานว่าคำสั่งซื้อจากตลาดหลักในต่างประเทศลดลงตามภาวะเศรษฐกิจที่ชะลอตัว จึงเร่งกระจายไปตลาดใหม่ในเอเชียใต้และตะวันออกกลาง,international,negative
สองประเทศฟื้นความสัมพันธ์ทางการทูต,สองประเทศประกาศฟื้นความสัมพันธ์ทางการทูตอย่างเป็นทางการหลังหยุดชะงักมาหลายปี โดยจะเปิดสถานทูตและแลกเปลี่ยนเอกอัครราชทูตในเร็ววัน,international,positive
แรงงานไทยในต่างประเทศได้รับการดูแลเพิ่มขึ้น,กระทรวงแรงงานร่วมกับสถานทูตขยายบริการช่วยเหลือแรงงานไทยในต่างประเทศ ทั้งการให้คำปรึกษาด้านสัญญาจ้างและช่องทางร้องเรียนเมื่อถูกเอาเปรียบ,international,positive
เกิดเหตุความไม่สงบในเมืองหลวงต่างประเทศ,เกิดเหตุความไม่สงบในเมืองหลวงของประเทศหนึ่ง ทำให้มีการปิดสนามบินชั่วคราวและกระทบผู้เดินทาง สายการบินปรับตารางบินและแจ้งผู้โดยสารเรื่องการเปลี่ยนเที่ยวบิน,international,negative
ประเทศต่าง ๆ ร่วมลงนามความตกลงคุ้มครองมหาสมุทร,หลายประเทศร่วมลงนามความตกลงระหว่างประเทศเพื่อคุ้มครองความหลากหลายทางชีวภาพในทะเลหลวง ซึ่งจะกำหนดพื้นที่คุ้มครองและกลไกประเมินผลกระทบ,international,positive
เจรจาแก้ปัญหาหมอกควันข้ามแดนในภูมิภาค,ผู้แทนประเทศในภูมิภาคประชุมหารือแนวทางลดปัญหาหมอกควันข้ามแดน โดยตกลงจะแบ่งปันข้อมูลจุดความร้อนและร่วมมือควบคุมการเผาในพื้นที่เกษตร,international,positive
ค่าเงินในหลายประเทศอ่อนค่าเทียบดอลลาร์,สกุลเงินของหลายประเทศในเอเชียอ่อนค่าลงเทียบดอลลาร์สหรัฐ จากทิศทางอัตราดอกเบี้ยของธนาคารกลางสหรัฐ ทำให้ต้นทุนนำเข้าและภาระหนี้ต่างประเทศสูงขึ้น,international,negative
นักเรียนไทยได้ทุนไปศึกษาต่อในต่างประเทศ,หน่วยงานประกาศรายชื่อนักเรียนที่ได้รับทุนไปศึกษาต่อระดับปริญญาในต่างประเทศ ครอบคลุมสาขาวิทยาศาสตร์และเทคโนโลยี ผู้ได้รับทุนจะเดินทางในภาคเรียนหน้า,international,positive
ประเทศคู่ค้าออกมาตรการกีดกันทางการค้าใหม่,ประเทศคู่ค้ารายหนึ่งประกาศมาตรการทางการค้าที่เข้มงวดขึ้นกับสินค้าบางประเภท ผู้ส่งออกไทยที่เกี่ยวข้องได้รับผลกระทบและขอให้ภาครัฐเจรจาผ่อนปรน,international,negative
ความร่วมมือด้านการวิจัยระหว่างมหาวิทยาลัยข้ามชาติ,มหาวิทยาลัยไทยลงนามความร่วมมือวิจัยกับสถาบันในต่างประเทศ ครอบคลุมการแลกเปลี่ยนนักวิจัยและการใช้ห้องปฏิบัติการร่วม ในสาขาการแพทย์และพลังงาน,international,positive
ผู้นำประเทศเยือนไทยอย่างเป็นทางการ,ผู้นำประเทศหนึ่งเดินทางเยือนไทยอย่างเป็นทางการ โดยมีการหารือเรื่องการค้า การลงทุน และความร่วมมือด้านความมั่นคง พร้อมลงนามเอกสารความร่วมมือหลายฉบับ,international,neutral
องค์กรระหว่างประเทศปรับลดคาดการณ์เศรษฐกิจโลก,องค์กรระหว่างประเทศปรับลดคาดการณ์การเติบโตของเศรษฐกิจโลกลง โดยอ้างความไม่แน่นอนทางภูมิรัฐศาสตร์และอัตราดอกเบี้ยที่ยังอยู่ในระดับสูง,international,negative
ไทยและประเทศเพื่อนบ้านร่วมมือปราบปรามอาชญากรรมข้ามชาติ,หน่วยงานบังคับใช้กฎหมายของไทยและประเทศเพื่อนบ้านลงนามความร่วมมือปราบปรามอาชญากรรมข้ามชาติ ทั้งการค้ามนุษย์และแก๊งหลอกลวงออนไลน์,international,positive
เที่ยวบินระหว่างประเทศเพิ่มเส้นทางใหม่,สายการบินประกาศเพิ่มเส้นทางบินระหว่างประเทศใหม่หลายเส้นทางจากไทย ทำให้การเดินทางสะดวกขึ้นและช่วยส่งเสริมการท่องเที่ยวทั้งขาเข้าและขาออก,international,positive
ข้อพิพาทเขตแดนทางทะเลยังไม่มีข้อยุติ,การเจรจาข้อพิพาทเขตแดนทางทะเลระหว่างสองประเทศยังไม่มีข้อยุติ โดยทั้งสองฝ่ายตกลงจะหารือรอบถัดไปและงดกิจกรรมที่อาจเพิ่มความตึงเครียดในพื้นที่,international,neutral
ประเทศพัฒนาแล้วประกาศเพิ่มเงินช่วยเหลือด้านสภาพภูมิอากาศ,กลุ่มประเทศพัฒนาแล้วประกาศเพิ่มเงินสนับสนุนให้ประเทศกำลังพัฒนาปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ องค์กรภาคประชาสังคมมองว่าเป็นก้าวที่ดีแต่ยังไม่พอ,international,positive
เกิดอุบัติเหตุขนส่งทางรางในต่างประเทศ,เกิดอุบัติเหตุรถไฟตกรางในต่างประเทศ ทำให้มีผู้บาดเจ็บจำนวนมาก หน่วยงานสอบสวนเบื้องต้นระบุว่าอาจเกี่ยวข้องกับสภาพรางและระบบสัญญาณ,international,negative
ไทยเข้าร่วมกรอบความร่วมมือเศรษฐกิจดิจิทัล,ไทยเข้าร่วมกรอบความร่วมมือด้านเศรษฐกิจดิจิทัลระดับภูมิภาค ครอบคลุมการอำนวยความสะดวกการค้าดิจิทัลและการคุ้มครองข้อมูลข้ามพรมแดน,international,positive
ผู้ลี้ภัยได้รับการตั้งถิ่นฐานใหม่ในประเทศที่สาม,องค์กรระหว่างประเทศแจ้งว่าผู้ลี้ภัยกลุ่มหนึ่งได้รับการตั้งถิ่นฐานใหม่ในประเทศที่สามเรียบร้อย โดยได้รับการสนับสนุนด้านที่อยู่อาศัยและการเรียนภาษา,international,positive
การประชุมสุดยอดไม่สามารถออกแถลงการณ์ร่วม,การประชุมสุดยอดระหว่างประเทศจบลงโดยไม่สามารถออกแถลงการณ์ร่วมได้ เนื่องจากความเห็นต่างในประเด็นสำคัญ ประธานที่ประชุมออกเอกสารสรุปในนามตนเองแทน,international,negative
ความร่วมมือด้านความมั่นคงทางอาหารในภูมิภาค,ประเทศในภูมิภาคตกลงร่วมมือด้านความมั่นคงทางอาหาร ทั้งการสำรองข้าวฉุกเฉินและการแบ่งปันข้อมูลผลผลิต เพื่อลดความผันผวนของราคาในช่วงวิกฤต,international,positive
เตือนภัยการเดินทางในบางประเทศระดับสูงขึ้น,กระทรวงการต่างประเทศปรับระดับคำเตือนการเดินทางในบางประเทศให้สูงขึ้น หลังสถานการณ์ความปลอดภัยเปลี่ยนแปลง และแนะให้ผู้ที่จำเป็นต้องเดินทางลงทะเบียนกับสถานทูต,international,neutral
สินค้าไทยได้รับการรับรองมาตรฐานในตลาดใหม่,สินค้าเกษตรแปรรูปของไทยได้รับการรับรองมาตรฐานเพื่อเข้าสู่ตลาดใหม่ในต่างประเทศ ทำให้ผู้ส่งออกเริ่มส่งล็อตแรกได้ในไตรมาสนี้,international,positive
อัตราเงินเฟ้อในหลายประเทศชะลอลง,ธนาคารกลางในหลายประเทศรายงานว่าอัตราเงินเฟ้อชะลอลงเข้าใกล้กรอบเป้าหมาย ซึ่งเปิดโอกาสให้ผ่อนคลายนโยบายการเงินได้ในระยะถัดไป,international,positive
เกิดเหตุโจมตีทางไซเบอร์ต่อหน่วยงานรัฐต่างประเทศ,หน่วยงานรัฐของประเทศหนึ่งถูกโจมตีทางไซเบอร์ ทำให้บริการออนไลน์หยุดให้บริการชั่วคราว หน่วยงานความมั่นคงไซเบอร์ระหว่างประเทศร่วมกันตรวจสอบต้นตอ,international,negative
เจรจาสันติภาพเริ่มต้นรอบใหม่,คู่ขัดแย้งเริ่มการเจรจาสันติภาพรอบใหม่โดยมีประเทศที่สามเป็นคนกลาง วาระแรกคือการหยุดยิงชั่วคราวและการแลกเปลี่ยนผู้ถูกคุมขัง,international,neutral
นักกีฬาไทยไปแข่งขันในต่างประเทศได้เหรียญรางวัล,นักกีฬาไทยที่เดินทางไปแข่งขันรายการระดับนานาชาติในต่างประเทศคว้าเหรียญรางวัลกลับมาหลายรายการ สร้างความยินดีให้แฟนกีฬาในประเทศ,international,positive
มาตรการภาษีคาร์บอนของต่างประเทศกระทบผู้ส่งออก,ผู้ส่งออกไทยเตรียมรับมือมาตรการภาษีคาร์บอนของประเทศคู่ค้า ซึ่งจะเพิ่มต้นทุนสำหรับสินค้าที่มีการปล่อยคาร์บอนสูง ภาครัฐจัดอบรมการคำนวณคาร์บอนฟุตพรินต์,international,negative
ความร่วมมือด้านการศึกษาข้ามประเทศขยายตัว,สถาบันการศึกษาไทยและต่างประเทศขยายความร่วมมือหลักสูตรร่วม ทำให้นักศึกษาสามารถเรียนและได้รับปริญญาจากทั้งสองสถาบัน ผู้สนใจสมัครเพิ่มขึ้นมาก,international,positive
ปัญหาการขาดแคลนแรงงานในประเทศพัฒนาแล้ว,หลายประเทศพัฒนาแล้วเผชิญปัญหาขาดแคลนแรงงานจากโครงสร้างประชากรสูงวัย จึงผ่อนคลายเกณฑ์รับแรงงานต่างชาติในบางสาขาอาชีพที่ขาดแคลนมากที่สุด,international,neutral
ไทยได้รับการจัดอันดับความสะดวกในการทำธุรกิจดีขึ้น,รายงานระหว่างประเทศจัดอันดับให้ไทยมีความสะดวกในการทำธุรกิจดีขึ้นจากปีก่อน โดยได้คะแนนเพิ่มในด้านการเริ่มต้นธุรกิจและการค้าระหว่างประเทศ,international,positive
ความขัดแย้งยืดเยื้อกระทบราคาอาหารโลก,ความขัดแย้งที่ยืดเยื้อในภูมิภาคผู้ผลิตธัญพืชส่งผลให้ราคาอาหารในตลาดโลกยังอยู่ในระดับสูง กระทบประเทศผู้นำเข้าและกลุ่มเปราะบางมากที่สุด,international,negative
เปิดเส้นทางรถไฟเชื่อมสองประเทศ,เส้นทางรถไฟเชื่อมระหว่างสองประเทศเปิดให้บริการอย่างเป็นทางการ ช่วยลดเวลาขนส่งสินค้าและเปิดโอกาสการเดินทางท่องเที่ยวทางรางในภูมิภาค,international,positive
หลายประเทศตกลงมาตรฐานร่วมด้านปัญญาประดิษฐ์,ผู้แทนจากหลายประเทศตกลงกรอบมาตรฐานร่วมด้านการพัฒนาปัญญาประดิษฐ์อย่างรับผิดชอบ ครอบคลุมความโปร่งใส การตรวจสอบได้ และการคุ้มครองผู้ใช้,international,positive
บริษัทจดทะเบียนรายงานกำไรสุทธิเพิ่มขึ้นร้อยละ 18,บริษัทจดทะเบียนในตลาดหลักทรัพย์รายงานกำไรสุทธิไตรมาสล่าสุดเพิ่มขึ้นร้อยละ 18 จากยอดขายที่เติบโตและการควบคุมต้นทุนที่ดีขึ้น ผู้ถือหุ้นได้รับเงินปันผลเพิ่ม,business,positive
